s0,s1,s2,s3,s4,s5,s6,action
0.0,0.74,2.1,2.1,2.11,1.51,1.99,2.0
0.0,0.65,1.99,2.0,2.06,1.6,2.06,2.0
0.0,0.54,1.89,1.95,1.95,1.73,2.14,2.0
0.0,0.44,1.8,1.85,1.85,1.78,2.22,2.0
0.0,0.35,1.71,1.75,1.75,1.88,2.25,2.0
0.0,0.26,1.62,1.66,1.7,1.98,2.18,2.0
0.0,0.16,1.54,1.57,1.61,2.03,2.1,2.0
0.0,0.06,1.46,1.45,1.52,2.14,2.03,2.0
0.0,0.0,1.35,1.37,1.43,2.25,1.95,2.0
0.0,0.0,1.25,1.27,1.31,2.3,1.87,2.0
0.0,0.0,1.16,1.17,1.21,2.41,1.09,2.0
0.0,0.0,1.07,1.08,1.14,2.46,1.15,2.0
0.0,0.0,0.97,1.01,1.05,2.37,1.25,2.0
0.0,0.0,0.88,0.91,0.94,2.27,1.35,2.0
0.25,0.0,0.79,0.83,0.85,2.21,1.43,2.0
0.16,0.0,0.69,0.74,0.77,2.1,1.51,2.0
0.07,0.0,0.6,0.65,0.68,2.0,1.6,2.0
0.0,0.0,0.5,0.54,0.59,1.95,1.73,2.0
0.0,0.0,0.4,0.44,0.49,1.85,1.78,2.0
0.0,0.0,0.31,0.35,0.39,1.75,1.88,2.0
0.0,0.0,0.21,0.26,0.3,1.66,1.98,2.0
0.0,0.0,0.11,0.16,0.2,1.57,2.03,2.0
0.0,0.0,0.02,0.06,0.11,1.45,2.14,2.0
0.0,0.0,0.0,0.0,0.02,1.37,2.25,2.0
0.0,0.0,0.0,0.0,0.0,1.27,2.3,2.0
0.0,0.0,0.0,0.0,0.0,1.17,2.41,0.0
0.0,0.0,0.0,0.0,0.0,1.22,2.38,0.0
0.53,0.0,0.73,0.77,0.79,2.09,1.67,2.0
0.58,0.0,0.53,0.57,0.61,1.95,1.87,2.0
0.62,0.0,0.44,0.49,0.53,1.88,2.01,2.0
0.62,0.0,0.35,0.39,0.44,1.74,2.08,2.0
0.59,0.0,0.25,0.29,0.34,1.68,2.16,2.0
0.55,0.03,0.16,0.2,0.25,1.56,2.23,2.0
0.52,0.09,0.07,0.11,0.15,1.5,2.31,2.0
0.48,0.15,0.0,0.01,0.06,1.39,2.47,2.0
0.43,0.22,0.0,0.0,0.0,1.3,2.55,2.0
0.37,0.29,0.0,0.0,0.0,1.21,2.57,0.0
0.39,0.3,0.0,0.0,0.0,1.19,2.59,0.0
0.56,1.77,1.57,1.59,1.59,1.29,0.0,1.0
0.56,1.77,1.57,1.59,1.59,1.29,0.0,1.0
0.64,1.85,1.64,1.66,1.67,1.21,0.0,1.0
0.72,1.92,1.73,1.72,1.74,1.12,0.0,1.0
0.82,1.92,1.8,1.82,1.8,1.05,0.0,1.0
0.91,1.85,1.87,1.88,1.86,0.96,0.0,1.0
0.99,1.79,1.94,1.95,1.96,0.86,0.0,1.0
1.07,1.7,1.96,1.96,1.96,0.79,0.0,1.0
1.16,1.63,1.92,1.9,1.89,0.68,0.0,1.0
1.24,1.57,1.83,1.83,1.82,0.59,0.0,1.0
1.32,1.48,1.76,1.74,1.73,0.51,0.0,1.0
1.4,1.4,1.7,1.69,1.66,0.42,0.0,1.0
1.49,1.26,1.63,1.62,1.59,0.32,0.0,1.0
1.55,1.34,1.54,1.53,1.5,0.24,0.02,1.0
1.64,1.42,1.47,1.46,1.42,0.14,0.12,1.0
1.71,1.5,1.39,1.37,1.33,0.08,0.22,1.0
1.77,1.59,1.31,1.29,1.25,0.0,0.31,1.0
1.85,1.66,1.23,1.21,1.18,0.0,0.4,1.0
1.92,1.72,1.15,1.12,1.1,0.0,1.89,1.0
1.92,1.82,1.08,1.05,1.01,0.0,1.8,1.0
1.85,1.88,0.98,0.96,0.92,0.0,1.72,1.0
1.79,1.95,0.9,0.86,0.83,0.0,1.61,1.0
1.7,1.96,0.81,0.79,0.74,0.0,1.54,1.0
1.63,1.9,0.73,0.68,0.65,0.0,1.43,1.0
1.57,1.83,0.64,0.59,0.56,0.0,1.34,1.0
1.48,1.74,0.55,0.51,0.47,0.0,1.25,1.0
1.4,1.69,0.46,0.42,0.38,0.0,1.16,1.0
1.26,1.62,0.37,0.32,0.29,0.0,1.09,1.0
1.34,1.53,0.29,0.24,0.19,0.02,1.0,1.0
1.42,1.46,0.19,0.14,0.1,0.12,0.89,1.0
1.5,1.37,0.09,0.08,0.04,0.22,0.8,0.0
1.53,1.38,0.11,0.1,0.06,0.2,0.83,0.0
1.98,1.85,0.5,0.75,0.7,0.0,0.9,1.0
2.09,1.78,0.41,0.68,0.63,0.0,0.96,1.0
2.18,1.71,0.63,0.59,0.53,0.0,1.04,1.0
2.25,1.59,0.53,0.49,0.43,0.0,1.11,1.0
2.33,1.53,0.44,0.38,0.34,0.0,1.19,1.0
2.42,1.43,0.33,0.29,0.24,0.09,1.28,1.0
2.49,1.32,0.24,0.2,0.14,0.17,1.36,1.0
2.57,1.24,0.14,0.09,0.05,0.26,1.42,1.0
2.53,1.14,0.05,0.0,0.0,0.29,1.5,1.0
2.43,1.04,0.0,0.0,0.0,0.38,1.56,1.0
2.29,0.95,0.0,0.0,0.0,0.46,1.62,1.0
2.2,0.84,0.0,0.0,0.0,0.55,1.69,1.0
1.99,0.55,0.0,0.0,0.0,0.8,1.57,0.0
1.87,0.77,0.0,0.0,0.0,0.89,1.53,0.0
1.4,0.0,0.35,0.4,0.45,1.81,2.05,2.0
1.45,0.0,0.27,0.31,0.36,1.77,2.21,2.0
1.52,0.0,0.18,0.22,0.25,1.69,2.31,2.0
1.58,0.0,0.08,0.12,0.17,1.55,2.31,2.0
1.59,0.0,0.0,0.03,0.08,1.48,2.42,2.0
1.53,0.0,0.0,0.0,0.0,1.37,2.54,2.0
1.47,0.0,0.0,0.0,0.0,1.31,2.65,2.0
1.41,0.0,0.0,0.0,0.0,1.17,2.59,2.0
1.35,0.0,0.0,0.0,0.0,1.09,2.48,2.0
1.06,1.2,0.0,0.0,0.0,0.7,2.17,0.0
1.15,0.0,0.0,0.0,0.0,0.78,2.2,0.0
1.64,0.12,0.82,0.81,0.81,0.93,2.22,0.0
1.57,1.44,0.9,0.9,0.9,0.83,2.14,0.0
1.57,0.12,0.95,0.95,0.95,0.83,2.1,0.0
1.6,0.16,1.0,1.0,1.0,0.82,2.12,0.0
1.6,0.19,1.05,1.05,1.05,0.82,2.09,0.0
1.64,0.23,1.1,1.1,1.1,0.81,2.11,0.0
0.0,0.0,0.93,0.97,0.99,2.34,1.23,2.0
0.0,0.0,0.85,0.91,0.94,2.24,1.33,2.0
0.0,0.0,0.76,0.81,0.85,2.19,1.4,2.0
0.0,0.0,0.67,0.71,0.75,2.09,1.51,2.0
0.0,0.0,0.57,0.62,0.67,1.99,1.59,2.0
0.0,0.0,0.48,0.53,0.57,1.94,1.68,2.0
0.0,0.0,0.38,0.43,0.47,1.84,1.76,2.0
0.0,0.0,0.29,0.34,0.38,1.7,1.86,2.0
0.02,0.0,0.19,0.24,0.28,1.66,1.95,2.0
0.12,0.0,0.1,0.14,0.19,1.53,2.05,2.0
0.22,0.0,0.0,0.05,0.1,1.46,2.1,2.0
0.31,0.0,0.0,0.0,0.0,1.38,2.2,2.0
0.4,0.0,0.0,0.0,0.0,1.28,2.3,2.0
0.0,0.0,0.0,0.0,0.0,1.18,2.41,0.0
0.45,0.0,0.0,0.0,0.0,1.17,2.38,0.0
0.63,0.0,0.55,0.58,0.63,1.95,1.69,2.0
0.64,0.0,0.46,0.51,0.54,1.84,1.81,2.0
0.69,0.0,0.37,0.42,0.46,1.79,1.86,2.0
0.68,0.0,0.28,0.32,0.37,1.69,1.97,2.0
0.65,0.01,0.18,0.23,0.27,1.6,2.08,2.0
0.61,0.07,0.1,0.14,0.18,1.51,2.19,2.0
0.57,0.15,0.0,0.05,0.09,1.42,2.25,2.0
0.53,0.21,0.0,0.0,0.0,1.35,2.36,2.0
0.48,0.27,0.0,0.0,0.0,1.24,2.42,2.0
0.43,0.34,0.0,0.0,0.0,1.14,2.45,0.0
0.44,0.35,0.0,0.0,0.0,1.15,2.48,0.0
0.96,1.27,1.16,1.14,1.14,0.1,2.19,0.0
1.05,1.21,1.15,1.14,1.12,0.05,2.27,0.0
1.08,1.24,1.2,1.19,1.17,0.08,2.29,0.0
1.1,1.24,1.24,1.23,1.21,0.12,2.26,0.0
1.16,1.33,1.42,1.41,1.39,0.25,2.25,0.0
1.21,1.37,1.51,1.5,1.48,0.33,2.25,0.0
1.22,1.38,1.56,1.55,1.53,0.36,2.27,0.0
1.24,1.4,1.6,1.6,1.57,0.39,0.0,0.0
1.27,1.41,1.65,1.64,1.62,0.43,0.0,0.0
1.41,1.37,2.06,2.05,2.02,0.74,0.0,1.0
1.52,1.47,2.03,2.0,1.99,0.68,0.0,1.0
1.59,1.58,1.94,1.93,1.9,0.58,0.0,1.0
1.67,1.63,1.86,1.84,1.83,0.49,0.0,1.0
1.75,1.74,1.77,1.76,1.74,0.39,0.0,1.0
1.82,1.82,1.69,1.68,1.67,0.3,0.0,1.0
1.9,1.87,1.62,1.61,1.56,0.2,0.06,1.0
1.98,1.99,1.54,1.5,1.46,0.1,0.15,1.0
2.03,2.04,1.47,1.43,1.39,0.08,0.25,1.0
2.05,2.16,1.36,1.33,1.3,0.0,0.35,1.0
0.94,2.2,1.27,1.24,1.19,0.0,0.44,1.0
1.04,2.33,1.18,1.13,1.11,0.0,0.53,1.0
1.12,2.34,1.1,1.05,1.02,0.0,0.63,1.0
1.2,2.27,1.02,0.97,0.93,0.0,0.73,0.0
1.23,2.31,1.03,0.97,0.95,0.0,0.69,0.0
1.34,2.49,1.19,1.13,1.08,0.0,0.55,1.0
1.51,2.4,1.09,1.03,1.02,0.0,0.61,1.0
1.6,2.33,0.97,0.94,0.9,0.0,0.71,1.0
1.65,2.23,0.92,0.86,0.81,0.0,0.78,1.0
1.75,2.16,0.8,0.76,0.69,0.0,0.88,1.0
1.85,2.08,0.7,0.68,0.6,0.0,0.98,1.0
1.91,2.01,0.61,0.56,0.51,0.0,1.06,1.0
2.01,1.86,0.5,0.46,0.41,0.0,1.15,1.0
2.07,1.79,0.42,0.37,0.32,0.0,1.23,1.0
2.21,1.73,0.32,0.27,0.22,0.0,1.32,1.0
2.29,1.6,0.21,0.16,0.12,0.06,1.4,1.0
2.38,1.53,0.11,0.17,0.13,0.15,1.49,1.0
2.46,1.43,0.13,0.08,0.03,0.24,0.45,1.0
2.54,1.32,0.03,0.0,0.0,0.34,0.36,1.0
2.58,1.23,0.0,0.0,0.0,0.43,0.26,0.0
2.59,1.21,0.0,0.0,0.0,0.42,0.3,0.0
2.26,1.77,0.35,0.29,0.24,0.16,1.14,1.0
2.31,1.68,0.26,0.2,0.15,0.24,1.18,1.0
2.42,1.6,0.15,0.1,0.05,0.33,1.24,1.0
2.53,1.52,0.05,0.0,0.0,0.4,1.3,0.0
2.47,1.47,0.05,0.0,0.0,0.41,1.29,0.0
0.0,1.51,0.08,0.02,0.0,0.42,1.32,1.0
0.0,1.45,0.0,0.0,0.0,0.5,1.27,1.0
0.0,1.37,0.0,0.0,0.0,0.59,1.21,1.0
0.0,1.23,0.0,0.0,0.0,0.66,1.15,1.0
1.89,0.45,0.05,0.1,0.13,1.19,0.77,0.0
2.03,0.51,0.0,0.02,0.07,1.16,0.86,0.0
1.32,0.0,0.56,0.6,0.66,2.01,1.74,2.0
1.38,0.0,0.49,0.53,0.55,1.94,1.82,2.0
1.44,0.0,0.39,0.43,0.45,1.83,1.94,2.0
1.52,0.0,0.29,0.34,0.38,1.75,2.01,2.0
1.58,0.0,0.19,0.24,0.27,1.64,2.07,2.0
1.64,0.0,0.1,0.14,0.19,1.59,2.21,2.0
1.7,0.0,0.0,0.05,0.09,1.49,2.28,2.0
1.73,0.0,0.0,0.0,0.0,1.38,2.35,2.0
1.67,0.0,0.0,0.0,0.0,1.3,2.49,0.0
1.66,0.0,0.0,0.0,0.0,1.29,2.45,0.0
0.0,0.0,0.94,0.95,0.96,0.94,2.35,0.0
0.0,0.0,0.95,0.96,0.95,0.82,2.23,0.0
0.0,0.0,1.0,1.01,1.0,0.8,2.19,2.0
0.02,0.0,0.94,0.95,0.96,0.71,2.13,2.0
0.11,0.0,0.89,0.89,0.91,0.63,2.05,2.0
0.2,0.0,0.82,0.84,0.86,0.53,1.92,2.0
0.29,0.0,0.77,0.79,0.8,0.44,1.86,2.0
0.38,0.0,0.69,0.71,0.74,0.32,1.75,2.0
0.47,0.0,0.63,0.66,0.69,0.24,1.64,2.0
0.56,0.0,0.57,0.6,0.62,0.15,1.57,2.0
0.65,0.0,0.49,0.52,0.54,0.89,1.47,2.0
2.03,0.86,0.67,0.69,0.72,0.72,1.27,0.0
2.0,0.94,0.68,0.7,0.72,0.64,1.35,0.0
1.99,0.94,0.75,0.77,0.79,0.86,1.35,0.0
2.0,0.95,0.82,0.83,0.86,0.94,1.36,0.0
2.0,0.96,0.89,0.9,0.93,1.0,1.38,0.0
2.02,0.86,0.96,0.97,1.0,1.08,1.38,0.0
2.0,0.0,1.03,1.04,1.06,1.14,1.41,0.0
1.46,0.0,0.95,0.99,1.02,2.26,1.23,2.0
0.65,0.0,0.9,0.93,0.98,2.22,1.36,2.0
1.33,0.0,0.8,0.84,0.9,2.17,1.47,2.0
1.26,0.0,0.72,0.76,0.79,2.06,1.57,2.0
1.17,0.0,0.63,0.66,0.71,2.01,1.67,2.0
1.09,0.0,0.53,0.58,0.61,1.9,1.74,2.0
1.0,0.0,0.44,0.48,0.52,1.85,1.86,2.0
0.89,0.0,0.34,0.39,0.42,1.75,1.93,0.0
0.94,0.0,0.36,0.41,0.46,1.76,1.97,2.0
0.86,0.0,0.27,0.32,0.36,1.66,2.05,2.0
0.77,0.0,0.17,0.22,0.27,1.61,2.15,2.0
0.66,0.08,0.08,0.12,0.17,1.51,2.17,2.0
0.57,0.17,0.02,0.02,0.07,1.42,2.28,0.0
0.63,0.14,0.05,0.03,0.08,1.41,2.28,0.0
1.03,0.0,0.48,0.15,0.2,1.52,2.53,2.0
1.08,0.0,0.42,0.47,0.13,1.47,2.59,2.0
1.17,0.0,0.32,0.36,0.42,1.38,2.67,2.0
1.25,0.0,0.23,0.27,0.31,1.24,2.56,2.0
1.31,0.07,0.13,0.18,0.22,1.17,1.78,2.0
1.38,0.16,0.04,0.09,0.14,1.06,2.42,2.0
1.47,0.24,0.0,0.0,0.04,1.0,2.31,2.0
1.53,0.33,0.0,0.0,0.0,0.92,2.2,2.0
1.59,0.42,0.0,0.0,0.0,0.85,2.2,2.0
1.65,0.51,0.0,0.0,0.0,0.71,2.09,0.0
1.66,0.5,0.0,0.0,0.0,0.7,2.03,0.0
1.7,0.19,0.91,0.9,0.9,0.88,2.16,0.0
1.67,0.21,1.08,1.08,1.07,0.78,2.06,0.0
1.68,0.31,1.21,1.21,1.21,0.75,2.03,0.0
1.74,0.41,1.35,1.34,1.34,0.74,2.02,0.0
1.76,0.52,1.48,1.48,1.48,1.41,1.99,0.0
1.57,1.74,0.08,0.13,0.18,1.56,2.35,2.0
1.51,1.82,0.0,0.04,0.09,1.41,2.39,2.0
0.87,2.17,0.0,0.0,0.0,0.82,2.17,0.0
0.81,2.15,0.02,0.0,0.0,0.71,2.06,0.0
0.92,2.25,0.02,0.0,0.0,0.67,2.02,1.0
1.02,2.39,0.0,0.0,0.0,0.75,2.11,1.0
1.12,2.47,0.0,0.0,0.0,0.85,2.17,1.0
1.2,2.42,0.0,0.0,0.0,0.94,2.29,0.0
1.23,2.46,0.0,0.0,0.0,0.94,2.25,0.0
0.23,0.0,0.61,0.66,0.7,2.02,1.65,2.0
0.27,0.0,0.57,0.6,0.66,2.0,1.8,2.0
0.35,0.0,0.46,0.51,0.56,1.94,1.88,2.0
0.45,0.0,0.37,0.41,0.46,1.8,1.97,2.0
0.53,0.0,0.26,0.31,0.37,1.74,2.06,2.0
0.62,0.0,0.17,0.22,0.27,1.63,2.14,2.0
0.71,0.0,0.4,0.43,0.17,1.57,2.19,2.0
0.79,0.0,0.31,0.35,0.39,1.46,2.33,2.0
0.89,0.0,0.22,0.26,0.31,1.37,2.36,0.0
0.84,0.0,0.26,0.3,0.34,1.38,2.38,0.0
0.0,0.0,0.98,1.04,1.13,2.46,1.65,2.0
0.0,0.0,0.0,0.03,0.08,1.29,0.38,2.0
0.0,0.0,0.0,0.0,0.0,1.22,1.27,2.0
1.68,0.83,0.45,0.41,0.39,1.15,1.61,0.0
1.64,0.95,0.65,0.63,0.6,0.0,1.71,0.0
1.54,1.13,1.79,1.8,1.81,1.57,0.21,1.0
1.69,0.65,1.97,1.99,2.0,1.41,0.8,1.0
1.77,0.73,2.05,2.06,2.07,1.3,0.76,1.0
1.82,0.83,2.12,2.13,2.14,1.24,0.7,1.0
1.86,0.91,2.21,2.21,2.22,1.13,0.65,1.0
1.8,1.01,2.28,2.28,2.29,1.03,0.6,1.0
1.74,1.1,2.28,2.23,2.26,0.95,0.53,1.0
1.66,1.18,2.16,2.19,2.18,0.85,0.48,1.0
1.59,1.28,2.09,2.08,2.1,0.77,0.41,1.0
1.52,1.37,2.01,2.0,1.99,0.67,0.34,1.0
1.44,1.46,1.94,1.93,1.91,0.58,0.28,1.0
1.37,1.52,1.86,1.82,1.81,0.49,0.21,1.0
1.3,1.62,1.79,1.74,1.73,0.39,0.13,1.0
1.21,1.72,1.69,1.68,1.66,0.31,0.06,1.0
1.13,1.8,1.61,1.57,1.56,0.21,0.0,1.0
0.56,1.87,1.52,1.48,1.47,0.84,0.0,1.0
0.65,1.99,1.44,1.41,1.38,0.8,0.0,1.0
0.73,2.06,1.36,1.3,1.28,0.76,0.0,1.0
0.83,2.13,1.26,1.24,1.19,0.7,0.0,1.0
0.91,2.21,1.17,1.13,1.09,0.65,0.0,1.0
1.01,2.28,1.07,1.03,1.0,0.6,0.0,1.0
1.1,2.23,0.99,0.95,0.9,0.53,0.0,1.0
1.18,2.19,0.89,0.85,0.82,0.48,0.0,1.0
1.28,2.08,0.8,0.77,0.72,0.41,0.0,1.0
1.37,2.0,0.71,0.67,0.64,0.34,0.0,1.0
1.46,1.93,0.63,0.58,0.54,0.28,0.0,1.0
1.52,1.82,0.53,0.49,0.45,0.21,0.0,1.0
1.62,1.74,0.44,0.39,0.34,0.13,0.04,1.0
1.72,1.68,0.34,0.31,0.25,0.06,0.53,1.0
1.8,1.57,0.25,0.21,0.87,0.0,0.48,1.0
1.87,1.48,0.15,0.84,0.83,0.0,0.42,1.0
1.99,1.41,0.81,0.8,0.79,0.0,0.38,1.0
2.06,1.3,0.76,0.76,0.74,0.0,0.31,0.0
2.05,1.3,0.8,0.8,0.79,0.0,0.33,0.0
1.74,0.95,1.74,1.78,1.79,1.58,0.2,1.0
1.86,0.64,1.91,1.92,1.93,1.4,0.38,1.0
1.84,0.73,2.02,2.0,2.01,1.32,0.3,1.0
1.8,0.83,2.09,2.09,2.12,1.22,0.24,1.0
1.72,0.89,2.17,2.17,2.18,1.14,0.16,1.0
1.64,1.01,2.23,2.23,2.24,1.05,0.09,1.0
1.57,1.09,2.25,2.24,2.23,0.95,0.01,1.0
1.51,1.17,2.14,2.17,2.12,0.85,0.0,1.0
1.41,1.26,2.07,2.06,2.05,0.77,0.0,1.0
1.36,1.35,2.01,1.99,1.97,0.67,0.0,1.0
1.27,1.43,1.93,1.92,1.9,0.57,0.0,1.0
1.18,1.52,1.83,1.82,1.83,0.47,0.0,1.0
1.12,1.58,1.76,1.75,1.73,0.39,0.0,1.0
1.04,1.68,1.67,1.67,1.63,0.29,0.0,1.0
0.95,1.78,1.59,1.58,1.54,0.2,0.07,1.0
0.55,1.86,1.52,1.49,1.45,0.44,0.95,1.0
0.64,1.92,1.41,1.4,1.36,0.38,0.89,1.0
0.73,2.0,1.35,1.32,1.28,0.3,0.8,1.0
0.83,2.09,1.26,1.22,1.2,0.24,0.69,1.0
0.89,2.17,1.16,1.14,1.11,0.16,0.61,1.0
1.01,2.23,1.08,1.05,1.0,0.09,0.51,1.0
1.75,0.39,0.0,0.0,0.0,0.0,0.35,0.0
1.65,0.28,0.0,0.0,0.02,0.0,0.41,2.0
1.72,0.37,0.0,0.0,0.0,0.0,0.31,2.0
1.41,1.92,0.61,0.56,0.53,0.0,0.09,1.0
1.58,1.72,0.42,0.37,0.33,0.0,0.0,1.0
1.68,1.65,0.33,0.28,0.23,0.0,0.0,1.0
1.75,1.56,0.24,0.18,0.5,0.08,0.0,1.0
1.84,1.47,0.13,0.46,0.43,0.15,0.0,1.0
1.91,1.38,0.42,0.39,0.37,0.91,0.0,0.0
1.94,1.39,0.45,0.42,0.4,0.94,0.0,0.0
2.19,2.18,0.85,0.83,0.78,0.42,1.64,1.0
2.1,2.15,0.8,0.74,0.7,0.5,1.71,1.0
1.99,2.07,0.69,0.65,0.61,0.6,1.77,1.0
1.71,1.95,0.62,0.57,0.53,0.69,1.83,1.0
1.78,1.91,0.5,0.47,0.0,0.77,1.8,1.0
1.89,1.77,0.41,0.0,0.0,0.85,1.74,1.0
1.97,1.67,0.0,0.0,0.0,0.93,1.68,1.0
2.05,1.62,0.0,0.0,0.0,1.02,1.59,1.0
2.17,1.52,0.0,0.0,0.0,1.09,1.53,1.0
2.2,1.42,0.0,0.0,0.0,1.17,1.46,0.0
2.25,1.41,0.0,0.0,0.0,1.19,1.47,0.0
0.11,0.14,1.51,1.53,1.57,1.88,2.12,2.0
0.17,0.07,1.47,1.51,1.52,1.79,2.13,2.0
0.25,0.0,1.39,1.38,1.42,1.7,2.28,2.0
0.33,0.0,1.28,1.27,1.33,1.59,2.36,2.0
0.42,0.0,1.18,1.2,1.24,1.5,2.43,2.0
0.49,0.0,1.09,1.13,1.17,1.41,2.52,2.0
0.57,0.0,0.97,1.02,1.07,1.33,2.67,2.0
0.64,0.0,0.88,0.91,0.97,1.2,2.59,2.0
0.71,0.0,0.78,0.85,0.87,1.13,2.59,2.0
0.79,0.0,0.69,0.73,0.76,2.15,2.44,2.0
0.86,0.0,0.61,0.64,0.7,2.02,2.38,2.0
0.93,0.0,0.5,0.54,0.59,1.96,2.28,2.0
0.99,0.0,0.4,0.45,0.5,1.84,2.18,2.0
1.05,0.0,0.31,0.36,0.41,1.77,2.04,2.0
1.11,0.0,0.21,0.26,0.31,1.66,1.91,2.0
1.18,0.08,0.12,0.16,0.2,1.61,1.91,2.0
1.23,0.17,0.03,0.07,0.11,1.51,1.79,2.0
1.28,0.25,0.0,0.0,0.02,1.38,1.7,2.0
1.32,0.33,0.0,0.0,0.0,1.27,1.59,2.0
1.3,0.42,0.0,0.0,0.0,1.2,1.5,2.0
1.24,0.49,0.0,0.0,0.0,1.13,1.41,2.0
1.19,0.57,0.0,0.0,0.0,1.02,1.33,2.0
1.13,0.64,0.0,0.0,0.0,0.91,1.2,2.0
1.08,0.71,0.0,0.0,0.0,0.85,1.13,2.0
1.01,0.79,0.0,0.0,0.0,0.73,2.15,2.0
0.95,0.86,0.0,0.0,0.0,0.64,2.02,2.0
0.0,1.18,0.12,0.08,0.0,0.16,1.61,1.0
0.0,1.18,0.12,0.08,0.0,0.16,1.61,1.0
0.0,1.11,0.0,0.0,0.0,0.26,1.66,1.0
0.0,1.05,0.0,0.0,0.0,0.36,1.77,0.0
0.0,1.08,0.0,0.0,0.0,0.35,1.75,0.0
1.94,1.97,0.87,0.85,0.84,0.0,1.12,1.0
2.11,0.48,0.77,0.75,0.74,0.09,1.25,0.0
2.08,0.52,0.81,0.79,0.79,0.1,1.23,0.0
2.12,0.55,0.85,0.83,0.83,0.09,1.22,0.0
2.09,0.59,0.9,0.88,0.87,0.08,1.22,0.0
2.13,0.63,0.94,0.92,0.91,0.07,1.2,0.0
2.09,0.67,0.98,0.96,0.95,0.06,1.2,0.0
0.0,0.71,1.02,1.0,1.0,0.06,1.19,0.0
0.0,0.75,1.07,1.04,1.04,0.05,1.18,0.0
0.0,0.78,1.11,1.09,1.08,0.04,1.17,0.0
0.42,1.67,1.1,1.07,1.05,0.46,1.17,2.0
0.42,1.67,1.1,1.07,1.05,0.46,1.17,2.0
0.33,1.58,1.19,1.16,1.12,0.38,1.21,2.0
0.25,1.51,1.26,1.23,1.22,0.3,1.27,2.0
0.16,1.42,1.36,1.33,1.3,0.22,1.22,2.0
0.07,1.34,1.42,1.39,1.38,0.1,1.18,2.0
0.0,1.28,1.49,1.48,1.46,0.19,1.12,2.0
0.0,1.2,1.58,1.55,1.55,0.28,1.07,2.0
0.0,1.11,1.64,1.63,1.62,0.37,1.01,2.0
0.0,1.03,1.71,1.7,1.69,0.47,0.95,2.0
0.0,0.94,1.78,1.77,1.77,0.56,0.89,2.0
0.0,0.87,1.85,1.84,1.83,0.64,0.82,2.0
0.0,0.77,1.91,1.9,1.9,0.74,0.75,2.0
0.0,0.68,1.85,1.85,1.87,0.83,0.68,2.0
0.0,0.6,1.81,1.81,1.81,0.91,0.61,2.0
0.0,0.51,1.71,1.72,1.74,1.0,0.53,2.0
0.0,0.42,1.64,1.67,1.65,1.07,0.46,2.0
0.0,0.33,1.57,1.58,1.58,1.16,0.38,2.0
0.0,0.25,1.48,1.51,1.52,1.23,0.3,2.0
0.0,0.16,1.41,1.42,1.45,1.33,0.22,2.0
0.0,0.07,1.33,1.34,1.37,1.39,0.1,2.0
0.01,0.0,1.25,1.28,1.29,1.48,0.19,2.0
0.1,0.0,1.16,1.2,1.23,1.55,0.28,2.0
0.2,0.0,1.08,1.11,1.14,1.63,0.37,2.0
0.29,0.0,1.01,1.03,1.05,1.7,0.47,2.0
0.39,0.0,0.92,0.94,0.98,1.77,0.56,2.0
0.47,0.0,0.82,0.87,0.89,1.84,0.64,2.0
0.57,0.0,0.74,0.77,0.82,1.9,0.74,2.0
0.66,0.0,0.65,0.68,0.72,1.85,0.83,2.0
0.24,0.0,0.57,0.6,0.64,1.81,0.91,2.0
0.12,0.0,0.47,0.51,0.55,1.72,1.0,2.0
0.03,0.0,0.38,0.42,0.47,1.67,1.07,2.0
0.0,0.0,0.3,0.33,0.38,1.58,1.16,2.0
0.0,0.0,0.21,0.25,0.29,1.51,1.23,2.0
0.0,0.0,0.11,0.16,0.2,1.42,1.33,2.0
0.0,0.0,0.03,0.07,0.11,1.34,1.39,2.0
0.0,0.01,0.0,0.0,0.02,1.28,1.48,2.0
0.0,0.1,0.0,0.0,0.0,1.2,1.55,2.0
0.0,0.2,0.0,0.0,0.0,1.11,1.63,0.0
0.0,0.18,0.0,0.0,0.0,1.12,1.63,0.0
0.73,0.0,1.23,1.28,1.32,2.44,2.49,2.0
0.85,0.0,1.05,1.1,1.13,2.39,2.31,2.0
0.9,0.0,0.97,0.99,1.04,2.33,2.26,2.0
0.96,0.0,0.86,0.9,0.95,2.22,2.13,2.0
1.0,0.0,0.77,0.82,0.85,2.15,2.05,2.0
1.04,0.0,0.69,0.73,0.77,2.04,1.97,2.0
1.05,0.18,0.57,0.62,0.68,1.98,1.74,2.0
1.0,0.26,0.49,0.54,0.58,1.87,1.32,2.0
0.96,0.34,0.4,0.44,0.48,1.82,1.91,2.0
0.91,0.41,0.3,0.35,0.39,1.71,2.02,2.0
0.85,0.48,0.2,0.24,0.3,1.61,2.09,2.0
0.81,0.55,0.11,0.15,0.2,1.56,2.2,2.0
0.75,0.61,0.01,0.06,0.11,1.43,2.26,2.0
0.69,0.67,0.0,0.0,0.01,1.35,2.38,2.0
0.62,0.73,0.0,0.0,0.0,1.28,2.44,2.0
0.56,0.8,0.0,0.0,0.0,1.17,2.45,2.0
0.48,0.85,0.0,0.0,0.0,1.1,2.39,2.0
0.41,0.9,0.0,0.0,0.0,0.99,2.33,0.0
0.44,0.92,0.0,0.0,0.0,0.99,2.29,0.0
